arm,pair_id,i,j,order,patient,chosen,picked_i
factual,67,3263,4401,1,2,3263,1
factual,66,3929,1806,1,2,3929,1
factual,69,4251,377,0,1,4251,1
factual,67,3263,4401,0,1,3263,1
factual,68,1350,1297,0,1,1350,1
factual,66,3929,1806,0,1,3929,1
factual,68,1350,1297,1,2,1350,1
factual,69,4251,377,1,2,4251,1
factual,70,454,4929,0,2,4929,0
factual,72,4316,894,1,2,4316,1
factual,71,4244,2963,1,2,4244,1
factual,72,4316,894,0,1,4316,1
factual,70,454,4929,1,1,4929,0
factual,71,4244,2963,0,1,4244,1
factual,73,1571,2321,1,2,1571,1
factual,73,1571,2321,0,1,1571,1
factual,74,1143,1229,1,2,1143,1
factual,74,1143,1229,0,1,1143,1
factual,75,1622,654,0,2,654,0
factual,77,1805,4379,0,1,1805,1
factual,76,1072,3593,1,2,1072,1
factual,76,1072,3593,0,1,1072,1
factual,75,1622,654,1,2,1622,1
factual,77,1805,4379,1,1,4379,0
factual,78,300,2825,0,1,300,1
factual,80,2920,245,1,2,2920,1
factual,78,300,2825,1,2,300,1
factual,79,3607,3654,0,1,3607,1
factual,81,620,4605,1,2,620,1
factual,79,3607,3654,1,2,3607,1
factual,80,2920,245,0,1,2920,1
factual,81,620,4605,0,1,620,1
factual,82,560,4299,0,1,560,1
factual,82,560,4299,1,2,560,1
factual,84,4480,3585,0,1,4480,1
factual,83,1351,3833,0,1,1351,1
factual,83,1351,3833,1,2,1351,1
factual,85,1539,4238,0,1,1539,1
factual,84,4480,3585,1,2,4480,1
factual,85,1539,4238,1,2,1539,1
factual,86,4949,4466,0,1,4949,1
factual,86,4949,4466,1,2,4949,1
factual,87,3784,4031,0,2,4031,0
factual,88,3689,1549,0,1,3689,1
factual,87,3784,4031,1,1,4031,0
factual,88,3689,1549,1,2,3689,1
factual,89,873,3691,1,2,873,1
factual,89,873,3691,0,1,873,1
factual,90,2849,2015,0,2,2015,0
factual,90,2849,2015,1,1,2015,0
factual,92,4101,3543,0,1,4101,1
factual,92,4101,3543,1,2,4101,1
factual,91,4655,161,0,1,4655,1
factual,91,4655,161,1,2,4655,1
factual,93,4641,846,1,1,846,0
factual,93,4641,846,0,1,4641,1
factual,94,1726,4207,0,2,4207,0
factual,95,4125,2004,1,2,4125,1
factual,95,4125,2004,0,1,4125,1
factual,97,1084,3355,0,1,1084,1
factual,94,1726,4207,1,1,4207,0
factual,96,2319,3651,0,1,2319,1
factual,96,2319,3651,1,2,2319,1
factual,98,3500,775,0,1,3500,1
factual,97,1084,3355,1,2,1084,1
factual,33,1335,4290,0,2,4290,0
factual,98,3500,775,1,2,3500,1
factual,34,3767,2525,1,1,2525,0
factual,35,706,504,1,2,706,1
factual,33,1335,4290,1,1,4290,0
factual,34,3767,2525,0,1,3767,1
factual,35,706,504,0,1,706,1
factual,36,3834,1727,0,2,1727,0
factual,36,3834,1727,1,1,1727,0
factual,37,2277,728,0,2,728,0
factual,37,2277,728,1,1,728,0
factual,38,84,4107,1,2,84,1
factual,39,3333,2251,1,2,3333,1
factual,39,3333,2251,0,2,2251,0
factual,38,84,4107,0,1,84,1
factual,41,148,3232,0,2,3232,0
factual,40,4439,905,0,1,4439,1
factual,40,4439,905,1,2,4439,1
factual,41,148,3232,1,1,3232,0
factual,42,2303,1255,1,2,2303,1
factual,43,314,1036,0,1,314,1
factual,43,314,1036,1,2,314,1
factual,42,2303,1255,0,2,1255,0
factual,44,4229,432,1,2,4229,1
factual,45,3499,4625,0,2,4625,0
factual,45,3499,4625,1,2,3499,1
factual,44,4229,432,0,1,4229,1
factual,47,1646,2039,1,2,1646,1
factual,47,1646,2039,0,1,1646,1
factual,46,695,1446,1,2,695,1
factual,46,695,1446,0,1,695,1
factual,48,4086,2088,0,1,4086,1
factual,48,4086,2088,1,2,4086,1
factual,49,1558,1166,0,2,1166,0
factual,49,1558,1166,1,2,1558,1
factual,50,503,4557,1,2,503,1
factual,50,503,4557,0,1,503,1
factual,52,4225,4639,0,2,4639,0
factual,51,4526,2301,1,2,4526,1
factual,52,4225,4639,1,1,4639,0
factual,51,4526,2301,0,1,4526,1
factual,53,847,4314,1,1,4314,0
factual,53,847,4314,0,2,4314,0
factual,54,2834,1745,1,2,2834,1
factual,54,2834,1745,0,1,2834,1
factual,55,1778,2478,1,2,1778,1
factual,55,1778,2478,0,1,1778,1
factual,56,2319,4688,0,2,4688,0
factual,56,2319,4688,1,2,2319,1
factual,57,4217,61,0,1,4217,1
factual,57,4217,61,1,2,4217,1
factual,58,3484,2511,1,2,3484,1
factual,59,3389,3921,1,1,3921,0
factual,59,3389,3921,0,2,3921,0
factual,58,3484,2511,0,1,3484,1
factual,60,3828,3041,1,2,3828,1
factual,60,3828,3041,0,1,3828,1
factual,61,657,312,0,1,657,1
factual,61,657,312,1,2,657,1
factual,62,2080,913,0,1,2080,1
factual,62,2080,913,1,2,2080,1
factual,63,4921,1970,0,1,4921,1
factual,63,4921,1970,1,2,4921,1
factual,64,2495,89,0,1,2495,1
factual,0,1221,1677,0,2,1677,0
factual,65,2031,3148,1,2,2031,1
factual,64,2495,89,1,2,2495,1
factual,65,2031,3148,0,1,2031,1
factual,0,1221,1677,1,2,1221,1
factual,1,4523,4881,0,1,4523,1
factual,2,3265,2554,0,2,2554,0
factual,1,4523,4881,1,1,4881,0
factual,2,3265,2554,1,1,2554,0
factual,3,605,368,0,1,605,1
factual,4,1350,3122,0,1,1350,1
factual,3,605,368,1,1,368,0
factual,4,1350,3122,1,2,1350,1
factual,5,737,4617,0,1,737,1
factual,5,737,4617,1,2,737,1
factual,8,1187,2453,0,1,1187,1
factual,7,4457,1853,0,2,1853,0
factual,8,1187,2453,1,2,1187,1
factual,9,3727,4460,0,1,3727,1
factual,6,2193,2211,1,2,2193,1
factual,7,4457,1853,1,1,1853,0
factual,9,3727,4460,1,2,3727,1
factual,10,961,4734,0,1,961,1
factual,6,2193,2211,0,1,2193,1
factual,11,3573,1027,0,2,1027,0
factual,10,961,4734,1,2,961,1
factual,11,3573,1027,1,1,1027,0
factual,12,1331,4029,0,2,4029,0
factual,13,1668,2143,0,1,1668,1
factual,12,1331,4029,1,1,4029,0
factual,13,1668,2143,1,2,1668,1
factual,14,357,4576,0,2,4576,0
factual,14,357,4576,1,1,4576,0
factual,15,4806,3820,0,1,4806,1
factual,15,4806,3820,1,2,4806,1
factual,16,3394,442,0,2,442,0
factual,16,3394,442,1,1,442,0
factual,17,4567,3131,0,1,4567,1
factual,17,4567,3131,1,2,4567,1
factual,19,1098,2921,0,1,1098,1
factual,18,2033,4142,0,1,2033,1
factual,18,2033,4142,1,2,2033,1
factual,20,3378,780,0,2,780,0
factual,19,1098,2921,1,2,1098,1
factual,20,3378,780,1,1,780,0
factual,21,1432,1948,1,1,1948,0
factual,21,1432,1948,0,2,1948,0
factual,22,4906,1503,0,1,4906,1
factual,23,4161,4978,0,1,4161,1
factual,23,4161,4978,1,2,4161,1
factual,22,4906,1503,1,2,4906,1
factual,24,4071,637,0,2,637,0
factual,24,4071,637,1,1,637,0
factual,25,3664,1064,1,1,1064,0
factual,25,3664,1064,0,2,1064,0
factual,26,4644,4217,0,2,4217,0
factual,26,4644,4217,1,1,4217,0
factual,27,4349,3815,0,1,4349,1
factual,27,4349,3815,1,2,4349,1
factual,28,2313,2441,1,2,2313,1
factual,28,2313,2441,0,1,2313,1
factual,29,2768,4663,0,1,2768,1
factual,29,2768,4663,1,2,2768,1
factual,30,3721,2502,1,2,3721,1
factual,30,3721,2502,0,1,3721,1
factual,32,4973,4914,0,2,4914,0
factual,31,4853,3516,1,1,3516,0
factual,31,4853,3516,0,1,4853,1
